well_name,timestamp,gas_prod,oil_prod,water_prod,tubing_pressure,casing_pressure,line_pressure
WL02,2023-05-30 00:00:00,241.68,0.0,0.0,99.92,169.81,95.78
WL02,2023-05-29 00:00:00,245.19,0.0,0.0,83.92,164.79,96.34
WL02,2023-05-28 00:00:00,244.81,0.0,0.0,84.41,171.11,88.92
WL02,2023-05-27 00:00:00,242.16,0.0,0.0,81.21,169.15,97.78
WL02,2023-05-26 00:00:00,243.69,0.0,0.0,81.71,165.79,98.5
WL02,2023-05-25 00:00:00,246.2,0.0,0.0,94.26,166.53,96.33
WL02,2023-05-24 00:00:00,243.96,0.0,0.0,82.2,188.09,104.52
WL02,2023-05-23 00:00:00,247.72,0.0,0.0,100.16,173.14,96.81
WL02,2023-05-22 00:00:00,230.7,0.0,0.0,93.27,169.78,98.28
WL02,2023-05-21 00:00:00,199.19,0.0,0.0,81.46,176.7,96.76
WL02,2023-05-20 00:00:00,195.56,0.0,0.0,79.74,165.88,96.23
WL02,2023-05-19 00:00:00,197.03,0.0,0.0,83.92,174.35,100.55
WL02,2023-05-18 00:00:00,197.45,0.0,0.0,96.23,178.57,98.59
WL02,2023-05-17 00:00:00,195.55,0.0,0.0,82.0,169.0,98.35
WL02,2023-05-16 00:00:00,196.7,0.0,0.0,87.61,163.91,98.26
WL02,2023-05-15 00:00:00,207.95,0.0,0.0,82.94,165.1,97.77
WL02,2023-05-14 00:00:00,204.38,0.0,0.0,81.46,162.16,97.38
WL02,2023-05-13 00:00:00,208.74,0.0,0.0,80.72,163.33,96.32
WL02,2023-05-12 00:00:00,206.63,0.0,0.0,151.6,167.32,96.68
WL02,2023-05-11 00:00:00,206.28,0.0,0.0,85.64,167.28,97.72
WL02,2023-05-10 00:00:00,208.75,0.0,0.0,79.0,164.99,96.39
WL02,2023-05-09 00:00:00,209.93,0.0,0.0,82.94,164.18,96.12
WL02,2023-05-08 00:00:00,203.11,0.0,0.0,79.25,164.27,95.0
WL02,2023-05-07 00:00:00,201.33,0.0,0.0,78.51,163.19,94.39
WL02,2023-05-06 00:00:00,198.01,0.0,0.0,83.43,165.81,94.58
WL02,2023-05-05 00:00:00,196.73,0.0,2.41,110.75,166.76,93.83
WL02,2023-05-04 00:00:00,200.66,0.0,0.0,82.44,164.02,98.45
WL02,2023-05-03 00:00:00,207.16,0.0,0.0,84.66,165.16,97.41
WL02,2023-05-02 00:00:00,208.72,0.0,0.0,82.2,166.36,104.68
WL02,2023-05-01 00:00:00,209.94,0.0,0.0,81.46,166.46,97.71
WL02,2023-04-30 00:00:00,212.3,0.0,0.0,84.17,170.66,99.45
WL02,2023-04-29 00:00:00,212.67,0.0,0.0,80.48,164.18,97.32
WL02,2023-04-28 00:00:00,219.96,0.0,0.0,79.25,164.12,94.99
WL02,2023-04-27 00:00:00,227.33,0.0,0.0,81.21,164.4,96.46
WL02,2023-04-26 00:00:00,235.97,0.0,0.0,78.51,164.48,96.05
WL02,2023-04-25 00:00:00,261.27,0.0,0.0,80.97,167.29,94.8
WL02,2023-04-24 00:00:00,243.22,0.0,0.0,82.69,169.09,95.58
WL02,2023-04-23 00:00:00,246.61,0.0,0.0,78.51,163.71,94.47
WL02,2023-04-22 00:00:00,286.32,0.0,5.59,79.0,163.97,94.69
WL02,2023-04-21 00:00:00,216.23,0.0,88.26,111.73,190.25,100.33
WL02,2023-04-20 00:00:00,255.99,0.0,5.18,81.21,168.26,94.42
WL02,2023-04-19 00:00:00,244.09,0.0,5.22,80.97,170.39,94.59
WL02,2023-04-18 00:00:00,247.63,0.0,4.93,79.74,168.56,95.06
WL02,2023-04-17 00:00:00,249.65,0.0,4.97,79.25,169.9,94.54
WL02,2023-04-16 00:00:00,247.19,0.0,5.11,81.71,169.71,94.93
WL02,2023-04-15 00:00:00,246.27,0.0,5.02,82.44,170.39,95.42
WL02,2023-04-14 00:00:00,251.66,0.0,4.45,81.95,170.25,95.99
WL02,2023-04-13 00:00:00,253.05,0.0,4.42,84.41,169.11,96.26
WL02,2023-04-12 00:00:00,255.28,0.0,4.48,83.43,168.26,96.55
WL02,2023-04-11 00:00:00,254.59,0.0,4.61,82.44,168.88,96.8
WL02,2023-04-10 00:00:00,255.04,0.0,4.64,81.46,170.19,95.59
WL02,2023-04-09 00:00:00,255.14,0.0,4.69,83.18,169.21,95.5
WL02,2023-04-08 00:00:00,254.54,0.0,4.75,79.98,170.04,95.59
WL02,2023-04-07 00:00:00,257.64,0.0,4.76,81.46,168.73,95.36
WL02,2023-04-06 00:00:00,256.89,0.0,4.76,77.28,166.33,94.82
WL02,2023-04-05 00:00:00,241.26,0.0,239.13,80.97,167.64,93.3
WL02,2023-04-04 00:00:00,238.16,0.0,2.76,80.72,168.72,95.86
WL02,2023-04-03 00:00:00,238.87,0.0,0.17,87.61,167.64,95.48
WL02,2023-04-02 00:00:00,245.65,0.0,0.17,80.23,167.77,97.27
WL02,2023-04-01 00:00:00,256.94,0.0,0.13,83.43,171.51,95.86
WL02,2023-03-31 00:00:00,248.47,0.0,0.0,79.25,168.3,95.16
WL02,2023-03-30 00:00:00,243.72,0.0,0.0,104.84,168.4,95.49
WL02,2023-03-29 00:00:00,245.43,0.0,0.0,84.91,168.01,96.17
WL02,2023-03-28 00:00:00,244.32,0.0,0.0,80.72,167.0,94.96
WL02,2023-03-27 00:00:00,251.29,0.0,0.33,80.48,168.06,94.52
WL02,2023-03-26 00:00:00,244.61,0.0,0.0,78.51,166.43,94.15
WL02,2023-03-25 00:00:00,248.18,0.0,0.01,79.74,168.69,98.05
WL02,2023-03-24 00:00:00,245.43,0.0,0.12,78.51,166.79,93.87
WL02,2023-03-23 00:00:00,249.02,0.0,0.25,79.98,167.67,93.77
WL02,2023-03-22 00:00:00,248.05,0.0,3.4,79.98,170.56,93.75
WL02,2023-03-21 00:00:00,248.87,0.0,3.69,78.75,168.6,93.33
WL02,2023-03-20 00:00:00,255.38,0.0,5.04,85.4,168.33,93.82
WL02,2023-03-19 00:00:00,260.85,0.0,2.06,84.66,166.05,93.49
WL02,2023-03-18 00:00:00,255.5,0.0,1.94,76.78,166.49,93.85
WL02,2023-03-17 00:00:00,250.94,0.0,3.22,80.72,168.03,93.92
WL02,2023-03-16 00:00:00,251.4,0.0,5.0,76.78,168.91,93.24
WL02,2023-03-15 00:00:00,256.28,0.0,1.81,79.49,168.29,93.69
WL02,2023-03-14 00:00:00,255.25,0.0,0.93,79.49,166.82,94.1
WL02,2023-03-13 00:00:00,254.95,0.0,0.26,79.25,167.83,94.08
WL02,2023-03-12 00:00:00,253.69,0.0,8.59,79.74,169.57,92.68
WL02,2023-03-11 00:00:00,253.81,0.0,0.83,80.23,167.59,94.33
WL02,2023-03-10 00:00:00,260.2,0.0,0.21,76.29,167.67,97.19
WL02,2023-03-09 00:00:00,258.19,0.0,2.23,79.49,167.58,93.94
WL02,2023-03-08 00:00:00,261.22,0.0,1.05,80.97,168.91,95.86
WL02,2023-03-07 00:00:00,248.84,0.0,0.31,80.72,167.75,93.12
WL02,2023-03-06 00:00:00,244.51,0.0,21.64,80.23,168.24,93.38
WL02,2023-03-05 00:00:00,250.71,0.0,2.05,76.54,169.22,93.49
WL02,2023-03-04 00:00:00,252.7,0.0,2.51,79.98,169.86,93.52
WL02,2023-03-03 00:00:00,247.12,0.0,3.39,105.09,168.3,93.69
WL02,2023-03-02 00:00:00,249.52,0.0,2.64,76.29,169.47,92.31
WL02,2023-03-01 00:00:00,243.83,0.0,4.05,115.67,167.28,93.14
WL02,2023-02-28 00:00:00,245.43,0.0,5.07,79.0,167.64,93.48
WL02,2023-02-27 00:00:00,245.43,0.0,5.49,79.49,169.25,93.2
WL02,2023-02-26 00:00:00,243.07,0.0,5.23,78.26,166.38,93.5
WL02,2023-02-25 00:00:00,244.8,0.0,4.79,96.23,167.84,93.1
WL02,2023-02-24 00:00:00,244.8,0.0,4.79,76.54,166.62,93.42
WL02,2023-02-23 00:00:00,245.18,0.0,5.08,81.95,168.6,94.86
WL02,2023-02-22 00:00:00,255.76,0.0,4.65,80.48,169.4,94.31
WL02,2023-02-21 00:00:00,254.21,0.0,5.24,81.46,169.77,93.29
WL02,2023-02-20 00:00:00,251.17,0.0,5.07,81.95,167.15,95.97
WL02,2023-02-19 00:00:00,252.61,0.0,4.7,81.71,169.08,95.04
WL02,2023-02-18 00:00:00,254.95,0.0,5.02,82.2,167.22,94.34
WL02,2023-02-17 00:00:00,250.79,0.0,5.11,80.23,168.43,94.46
WL02,2023-02-16 00:00:00,256.26,0.0,4.98,80.23,166.51,94.08
WL02,2023-02-15 00:00:00,243.95,0.0,1.94,81.71,168.92,93.27
WL02,2023-02-14 00:00:00,246.4,0.0,3.76,80.48,168.34,93.8
WL02,2023-02-13 00:00:00,246.4,0.0,3.76,76.05,167.75,93.72
WL02,2023-02-12 00:00:00,253.67,0.0,3.8,79.74,166.44,92.21
WL02,2023-02-11 00:00:00,246.8,0.0,2.59,79.98,166.72,93.4
WL02,2023-02-10 00:00:00,248.05,0.0,5.5,79.74,167.34,93.87
WL02,2023-02-09 00:00:00,248.05,0.0,5.5,79.74,168.89,93.72
WL02,2023-02-08 00:00:00,252.388,,5.388,85.89,167.52,93.49
WL02,2023-02-07 00:00:00,248.417,,4.28748,79.49,169.58,93.66
WL02,2023-02-06 00:00:00,257.502,,5.12425,76.29,167.94,93.77
WL02,2023-02-05 00:00:00,257.104,,5.005,79.98,168.52,93.53
WL02,2023-02-04 00:00:00,257.502,,5.69478,77.03,167.21,94.88
WL02,2023-02-03 00:00:00,257.104,,4.23572,85.15,167.71,95.62
WL02,2023-02-02 00:00:00,262.996,,5.07118,78.51,167.61,95.38
WL02,2023-02-01 00:00:00,264.05,,5.05217,78.75,167.06,93.07
WL02,2023-01-31 00:00:00,262.996,,5.42768,79.25,167.58,93.41
WL02,2023-01-30 00:00:00,254.532,,5.45272,80.23,168.14,93.36
WL02,2023-01-29 00:00:00,256.109,,3.53997,81.46,168.16,93.88
WL02,2023-01-28 00:00:00,254.532,,5.42775,84.66,169.11,93.32
WL02,2023-01-27 00:00:00,258.081,,5.34272,80.48,168.78,93.33
WL02,2023-01-26 00:00:00,257.297,,4.65469,93.77,169.09,93.3
WL02,2023-01-25 00:00:00,258.081,,3.52578,115.42,169.78,93.93
WL02,2023-01-24 00:00:00,257.297,,3.79674,85.89,171.83,95.62
WL02,2023-01-23 00:00:00,256.281,,3.73202,85.89,171.3,102.39
WL02,2023-01-22 00:00:00,251.877,,3.81931,89.34,171.15,102.96
WL02,2023-01-21 00:00:00,256.645,,3.43157,92.53,169.6,102.33
WL02,2023-01-20 00:00:00,248.937,,4.05416,85.89,169.81,103.03
WL02,2023-01-19 00:00:00,242.924,,3.37006,84.17,170.73,100.87
WL02,2023-01-18 00:00:00,243.957,,3.77351,85.89,169.71,100.58
WL02,2023-01-17 00:00:00,242.37,,4.38634,91.06,170.55,96.56
WL02,2023-01-16 00:00:00,243.957,,4.10876,84.17,175.39,98.55
WL02,2023-01-15 00:00:00,242.37,,4.72181,85.4,168.65,96.04
WL02,2023-01-14 00:00:00,248.074,,4.64093,86.14,169.32,98.42
WL02,2023-01-13 00:00:00,244.695,,4.52678,84.17,166.1,98.36
WL02,2023-01-12 00:00:00,248.074,,4.44779,83.92,168.08,97.67
WL02,2023-01-11 00:00:00,244.941,,4.44779,84.41,169.64,97.11
WL02,2023-01-10 00:00:00,244.494,,4.96328,81.71,166.23,97.62
WL02,2023-01-09 00:00:00,244.941,,4.82882,82.69,168.13,95.94
WL02,2023-01-08 00:00:00,244.234,,4.82882,93.03,168.91,97.7
WL02,2023-01-07 00:00:00,244.234,,4.96518,81.21,167.18,96.15
WL02,2023-01-06 00:00:00,246.051,,5.00245,105.58,165.07,95.01
WL02,2023-01-05 00:00:00,246.886,,4.93613,82.44,168.63,94.85
WL02,2023-01-04 00:00:00,248.885,,4.93613,81.21,167.29,95.13
WL02,2023-01-03 00:00:00,249.018,,4.88379,81.71,167.68,94.79
WL02,2023-01-02 00:00:00,250.051,,4.88379,78.01,167.68,93.4
WL02,2023-01-01 00:00:00,250.051,,4.96853,81.21,169.73,94.83
WL02,2022-12-31 00:00:00,251.702,,2.55164,81.21,166.37,94.46
WL02,2022-12-30 00:00:00,251.702,,2.55164,80.23,167.42,94.26
WL02,2022-12-29 00:00:00,252.176,,3.87252,79.25,167.7,94.14
WL02,2022-12-28 00:00:00,252.601,,4.86224,79.98,166.02,94.21
WL02,2022-12-27 00:00:00,252.601,,5.0339,76.78,168.29,94.39
WL02,2022-12-26 00:00:00,253.571,,4.04185,76.78,166.33,93.22
WL02,2022-12-25 00:00:00,248.81,,2.98349,76.05,167.51,93.09
WL02,2022-12-24 00:00:00,254.388,,2.98349,110.01,166.28,93.14
WL02,2022-12-23 00:00:00,247.011,,4.96219,105.58,165.49,93.37
WL02,2022-12-22 00:00:00,250.516,,4.8907,78.75,166.05,93.37
WL02,2022-12-21 00:00:00,251.441,,4.77765,76.29,167.77,93.27
WL02,2022-12-20 00:00:00,251.441,,4.77765,78.75,165.92,93.63
WL02,2022-12-19 00:00:00,251.246,,4.78879,78.26,165.95,93.72
WL02,2022-12-18 00:00:00,250.848,,5.1257,81.21,167.05,93.06
WL02,2022-12-17 00:00:00,251.246,,5.0315,78.01,166.15,93.28
WL02,2022-12-16 00:00:00,250.848,,5.00376,78.75,166.23,93.22
WL02,2022-12-15 00:00:00,250.656,,5.00376,79.49,168.0,93.09
WL02,2022-12-14 00:00:00,250.656,,5.0556,76.29,166.56,93.53
WL02,2022-12-13 00:00:00,250.656,,5.04715,76.54,167.22,94.42
WL02,2022-12-12 00:00:00,249.628,,4.66131,80.48,166.56,92.85
WL02,2022-12-11 00:00:00,249.628,,4.37186,93.52,165.81,93.3
WL02,2022-12-10 00:00:00,251.009,,4.37186,76.54,168.79,93.1
WL02,2022-12-09 00:00:00,248.472,,4.3589,79.49,167.74,93.84
WL02,2022-12-08 00:00:00,248.472,,3.33773,79.49,167.38,94.24
WL02,2022-12-07 00:00:00,248.472,,3.33773,80.48,166.86,93.63
WL02,2022-12-06 00:00:00,249.079,,4.23478,79.74,168.06,94.62
WL02,2022-12-05 00:00:00,255.446,,3.76194,81.46,166.43,93.76
WL02,2022-12-04 00:00:00,249.748,,3.76194,80.23,164.14,93.91
WL02,2022-12-03 00:00:00,249.748,,4.08102,79.74,165.58,93.68
WL02,2022-12-02 00:00:00,253.848,,4.08102,80.48,164.93,93.99
WL02,2022-12-01 00:00:00,237.822,,5.58682,78.01,161.95,93.31
WL02,2022-11-30 00:00:00,197.835,,5.55187,93.52,161.93,92.85
WL02,2022-11-29 00:00:00,197.835,,5.36601,99.67,164.43,93.48
WL02,2022-11-28 00:00:00,209.684,,4.47793,140.03,161.29,92.78
WL02,2022-11-27 00:00:00,209.684,,4.43665,78.26,174.49,93.36
WL02,2022-11-26 00:00:00,223.725,,4.43665,78.75,165.18,94.83
WL02,2022-11-25 00:00:00,224.232,,4.30882,149.14,162.86,94.11
WL02,2022-11-24 00:00:00,224.393,,4.30882,82.69,162.28,93.98
WL02,2022-11-23 00:00:00,225.763,,4.60176,76.54,162.61,93.49
WL02,2022-11-22 00:00:00,225.763,,4.09136,76.29,161.69,93.63
WL02,2022-11-21 00:00:00,200.097,,4.09136,153.81,162.4,92.52
WL02,2022-11-20 00:00:00,247.437,,4.93213,86.87,162.96,95.56
WL02,2022-11-19 00:00:00,200.097,,4.93213,101.15,159.69,93.69
WL02,2022-11-18 00:00:00,200.878,,5.04802,77.28,163.71,94.34
WL02,2022-11-17 00:00:00,200.878,,5.04802,81.46,159.79,98.89
WL02,2022-11-16 00:00:00,201.499,,5.15053,78.51,161.56,94.92
WL02,2022-11-15 00:00:00,202.797,,5.63443,78.26,167.67,91.74
WL02,2022-11-14 00:00:00,202.797,,5.8652,80.48,159.66,93.9
WL02,2022-11-13 00:00:00,203.354,,5.31527,77.77,162.76,93.24
WL02,2022-11-12 00:00:00,204.888,,5.45432,85.64,161.0,98.5
WL02,2022-11-11 00:00:00,203.253,,5.33856,77.52,162.67,94.44
WL02,2022-11-10 00:00:00,205.906,,5.59162,77.77,172.28,96.16
WL02,2022-11-09 00:00:00,203.253,,5.17375,78.26,164.34,94.57
WL02,2022-11-08 00:00:00,204.759,,5.18765,79.49,165.26,95.36
WL02,2022-11-07 00:00:00,202.2,,4.40731,78.26,163.65,95.27
WL02,2022-11-06 00:00:00,204.759,,5.29271,79.0,164.69,95.7
WL02,2022-11-05 00:00:00,202.2,,4.76272,78.01,162.48,96.07
WL02,2022-11-04 00:00:00,205.749,,3.9545,80.48,164.35,95.33
WL02,2022-11-03 00:00:00,204.858,,4.03327,-2.46,167.39,95.72
WL02,2022-11-02 00:00:00,212.149,,5.19879,78.26,160.83,95.72
WL02,2022-11-01 00:00:00,207.477,,5.43168,78.75,162.41,94.41
WL02,2022-10-31 00:00:00,202.772,,5.70657,79.98,160.84,94.82
WL02,2022-10-30 00:00:00,207.477,,5.47296,79.0,163.63,93.82
WL02,2022-10-29 00:00:00,203.363,,5.67957,76.78,162.78,94.2
WL02,2022-10-28 00:00:00,199.98,,5.00173,78.75,167.58,93.98
WL02,2022-10-27 00:00:00,203.363,,5.05596,79.74,164.38,148.5
WL02,2022-10-26 00:00:00,199.98,,4.94887,80.48,161.78,97.86
WL02,2022-10-25 00:00:00,205.728,,5.33522,84.66,164.28,95.55
WL02,2022-10-24 00:00:00,204.834,,4.93322,82.44,163.37,96.5
WL02,2022-10-23 00:00:00,206.243,,5.20047,81.46,164.05,97.57
WL02,2022-10-22 00:00:00,204.702,,4.62433,82.94,171.77,96.54
WL02,2022-10-21 00:00:00,,,,,,
WL02,2022-10-20 00:00:00,208.795,,5.32722,80.97,162.52,96.61
WL02,2022-10-19 00:00:00,210.354,,4.60584,81.46,162.99,96.11
WL02,2022-10-18 00:00:00,210.021,,5.3524,150.12,165.71,96.07
WL02,2022-10-17 00:00:00,211.291,,5.24662,82.94,164.51,95.78
WL02,2022-10-16 00:00:00,208.902,,4.95637,79.74,164.11,96.5
WL02,2022-10-15 00:00:00,209.121,,4.3787,106.32,165.92,95.18
WL02,2022-10-14 00:00:00,208.902,,4.76498,82.44,165.19,97.83
WL02,2022-10-13 00:00:00,209.121,,5.03798,81.21,161.89,96.31
WL02,2022-10-12 00:00:00,212.135,,4.92353,80.23,163.71,94.14
WL02,2022-10-11 00:00:00,212.001,,4.84251,78.26,165.66,96.35
WL02,2022-10-10 00:00:00,213.211,,5.05414,103.36,168.47,94.39
WL02,2022-10-09 00:00:00,213.258,,4.94232,87.61,164.09,95.83
WL02,2022-10-08 00:00:00,213.211,,5.21445,81.71,174.94,96.19
WL02,2022-10-07 00:00:00,211.63,,5.48265,79.25,166.26,96.08
WL02,2022-10-06 00:00:00,213.6,,4.58807,81.46,164.9,95.45
WL02,2022-10-05 00:00:00,214.59,,5.40722,84.17,165.9,95.45
WL02,2022-10-04 00:00:00,208.47,,5.02553,151.35,163.59,95.78
WL02,2022-10-03 00:00:00,211.352,,4.90919,79.0,168.65,97.57
WL02,2022-10-02 00:00:00,208.47,,3.98689,82.44,164.67,95.85
WL02,2022-10-01 00:00:00,210.878,,3.52832,80.97,164.53,94.94
WL02,2022-09-30 00:00:00,212.909,,3.69715,81.21,163.84,95.44
WL02,2022-09-29 00:00:00,214.29,,3.71884,78.75,163.14,96.95
WL02,2022-09-28 00:00:00,211.863,,3.40194,81.71,166.79,97.04
WL02,2022-09-27 00:00:00,214.29,,3.6467,80.97,165.68,95.35
WL02,2022-09-26 00:00:00,211.863,,4.70193,78.01,165.91,94.3
WL02,2022-09-25 00:00:00,211.182,,3.64269,78.51,167.22,95.25
WL02,2022-09-24 00:00:00,213.071,,4.42668,81.21,168.07,94.68
WL02,2022-09-23 00:00:00,211.182,,4.15353,111.73,163.79,94.39
WL02,2022-09-22 00:00:00,210.62,,2.87604,139.05,170.48,99.07
WL02,2022-09-21 00:00:00,210.052,,3.46259,83.68,169.67,98.7
WL02,2022-09-20 00:00:00,210.62,,3.77104,88.1,168.85,99.18
WL02,2022-09-19 00:00:00,210.275,,3.16229,102.63,169.41,98.18
WL02,2022-09-18 00:00:00,213.245,,2.93777,85.15,169.9,99.63
WL02,2022-09-17 00:00:00,211.229,,3.61547,85.4,167.94,99.73
WL02,2022-09-16 00:00:00,207.482,,3.37064,82.44,172.54,99.89
WL02,2022-09-15 00:00:00,211.229,,4.53791,86.14,166.14,97.44
WL02,2022-09-14 00:00:00,210.707,,4.74147,155.05,166.15,98.77
WL02,2022-09-13 00:00:00,211.68,,4.62666,84.91,171.14,96.32
WL02,2022-09-12 00:00:00,213.486,,4.702,86.63,164.12,99.14
WL02,2022-09-11 00:00:00,214.324,,5.01526,81.21,167.34,94.59
WL02,2022-09-10 00:00:00,213.486,,5.22769,86.38,163.61,96.67
WL02,2022-09-09 00:00:00,214.324,,4.74263,83.43,164.83,94.13
WL02,2022-09-08 00:00:00,215.387,,5.38633,79.74,164.35,96.84
WL02,2022-09-07 00:00:00,214.809,,4.8479,79.49,178.73,96.28
WL02,2022-09-06 00:00:00,217.096,,5.75273,82.69,179.58,99.25
WL02,2022-09-05 00:00:00,215.015,,5.83994,79.25,170.03,96.26
WL02,2022-09-04 00:00:00,213.761,,5.44158,115.91,169.21,94.83
WL02,2022-09-03 00:00:00,215.015,,5.61877,78.51,173.37,95.13
WL02,2022-09-02 00:00:00,214.243,,5.15016,79.25,167.81,95.49
WL02,2022-09-01 00:00:00,215.95,,4.58516,78.26,166.04,95.39
WL02,2022-08-31 00:00:00,214.243,,5.15402,82.94,167.57,99.6
WL02,2022-08-30 00:00:00,216.169,,4.11509,84.41,166.64,92.84
WL02,2022-08-29 00:00:00,223.45,,2.55542,100.41,169.61,94.68
WL02,2022-08-28 00:00:00,219.832,,3.51282,84.62,171.4,94.42
WL02,2022-08-27 00:00:00,223.45,,5.96843,84.64,170.83,94.55
WL02,2022-08-26 00:00:00,219.832,,5.67906,84.79,170.82,95.88
WL02,2022-08-25 00:00:00,223.044,,6.37458,84.61,170.91,94.52
WL02,2022-08-24 00:00:00,220.471,,4.63489,84.63,170.83,94.22
WL02,2022-08-23 00:00:00,223.044,,5.8746,84.66,170.87,97.43
WL02,2022-08-22 00:00:00,207.155,,5.37934,84.65,170.82,94.36
WL02,2022-08-21 00:00:00,212.634,,6.83811,84.74,170.86,94.5
WL02,2022-08-20 00:00:00,207.156,,5.43445,84.68,170.86,94.7
WL02,2022-08-19 00:00:00,206.1567,,5.76328,84.74,170.92,94.61
WL02,2022-08-18 00:00:00,209.4588,,5.17804,84.73,170.9,98.45
WL02,2022-08-17 00:00:00,207.2567,,5.50565,84.76,170.92,100.82
WL02,2022-08-16 00:00:00,204.4958,,4.64129,84.79,170.95,99.54
WL02,2022-08-15 00:00:00,203.782,,4.42369,84.8,170.95,99.89
WL02,2022-08-14 00:00:00,202.062,,4.90039,84.8,170.94,99.98
WL02,2022-08-13 00:00:00,202.065,,5.40336,84.79,170.92,99.8
WL02,2022-08-12 00:00:00,205.0187,,4.07323,84.73,170.9,99.82
WL02,2022-08-11 00:00:00,214.3894,,5.49123,84.81,170.94,100.45
WL02,2022-08-10 00:00:00,208.5287,,5.07729,84.77,170.89,99.72
WL02,2022-08-09 00:00:00,206.5653,,4.71329,84.76,170.9,99.7
WL02,2022-08-08 00:00:00,210.3041,,5.17339,84.77,170.94,99.74
WL02,2022-08-07 00:00:00,209.1733,,4.40447,84.82,170.92,99.67
WL02,2022-08-06 00:00:00,214.9839,,3.32114,84.8,170.95,99.31
WL02,2022-08-05 00:00:00,219.7779,,5.37031,84.81,170.93,100.36
WL02,2022-08-04 00:00:00,220.7202,,4.78551,84.75,170.89,99.0
