well_name,timestamp,gas_prod,oil_prod,water_prod,tubing_pressure,casing_pressure,line_pressure
WL03,2023-07-17 00:00:00,180.58,0.0,0.2,33.99,94.12,96.63
WL03,2023-07-16 00:00:00,185.06,0.0,0.4,18.14,93.38,96.03
WL03,2023-07-15 00:00:00,194.4,0.0,0.35,30.56,93.01,95.9
WL03,2023-07-14 00:00:00,358.96,0.0,0.13,2.94,94.37,107.3
WL03,2023-07-13 00:00:00,366.8,0.0,0.38,58.18,131.13,104.41
WL03,2023-07-12 00:00:00,207.93,0.0,0.29,12.26,142.11,102.92
WL03,2023-07-11 00:00:00,178.51,0.0,0.4,91.19,190.34,103.76
WL03,2023-07-10 00:00:00,188.27,0.0,0.49,31.05,94.24,103.55
WL03,2023-07-09 00:00:00,187.84,0.0,0.34,33.5,93.13,103.76
WL03,2023-07-08 00:00:00,191.61,0.0,0.24,91.85,93.38,103.5
WL03,2023-07-07 00:00:00,191.65,0.0,0.43,27.13,95.11,103.57
WL03,2023-07-06 00:00:00,193.3,0.0,0.65,15.53,93.26,103.6
WL03,2023-07-05 00:00:00,194.13,0.0,1.59,13.4,93.87,103.87
WL03,2023-07-04 00:00:00,194.64,0.0,1.08,21.41,93.5,104.07
WL03,2023-07-03 00:00:00,195.81,0.0,1.43,1.14,95.35,101.04
WL03,2023-07-02 00:00:00,197.1,0.0,1.32,37.26,94.61,99.89
WL03,2023-07-01 00:00:00,199.18,0.0,1.31,27.95,95.11,99.49
WL03,2023-06-30 00:00:00,204.71,0.0,1.32,14.38,94.24,98.62
WL03,2023-06-29 00:00:00,215.27,0.0,0.78,25.0,97.33,97.55
WL03,2023-06-28 00:00:00,239.58,0.0,0.62,38.57,96.34,96.85
WL03,2023-06-27 00:00:00,239.97,0.0,0.54,9.48,125.58,96.27
WL03,2023-06-26 00:00:00,157.39,0.0,0.05,89.07,101.27,95.68
WL03,2023-06-25 00:00:00,190.54,0.0,0.12,82.2,91.28,93.96
WL03,2023-06-24 00:00:00,189.71,0.0,0.16,28.76,90.17,93.76
WL03,2023-06-23 00:00:00,189.11,0.0,0.14,36.12,90.91,92.22
WL03,2023-06-22 00:00:00,189.96,0.0,0.18,3.11,90.79,96.48
WL03,2023-06-21 00:00:00,191.94,0.0,0.33,7.84,91.28,96.99
WL03,2023-06-20 00:00:00,194.14,0.0,0.51,46.58,92.76,95.69
WL03,2023-06-19 00:00:00,195.15,0.0,0.55,23.37,92.76,95.14
WL03,2023-06-18 00:00:00,205.09,0.0,0.46,1.47,93.26,96.05
WL03,2023-06-17 00:00:00,173.97,0.0,0.17,3.76,92.76,95.45
WL03,2023-06-16 00:00:00,189.88,0.0,0.27,82.2,102.63,94.88
WL03,2023-06-15 00:00:00,193.19,0.0,0.33,42.98,90.91,95.6
WL03,2023-06-14 00:00:00,193.09,0.0,0.37,35.79,94.12,94.41
WL03,2023-06-13 00:00:00,197.57,0.0,0.33,34.97,93.13,98.51
WL03,2023-06-12 00:00:00,201.85,0.0,0.37,13.4,92.52,97.63
WL03,2023-06-11 00:00:00,203.68,0.0,0.42,26.97,94.49,97.03
WL03,2023-06-10 00:00:00,205.64,0.0,0.47,38.08,93.63,96.68
WL03,2023-06-09 00:00:00,213.22,0.0,0.33,42.49,93.75,95.15
WL03,2023-06-08 00:00:00,223.09,0.0,0.13,29.74,96.83,95.41
WL03,2023-06-07 00:00:00,195.67,0.0,0.2,25.49,89.19,94.23
WL03,2023-06-06 00:00:00,180.6,0.0,0.42,83.84,107.94,94.87
WL03,2023-06-05 00:00:00,247.68,0.0,0.23,31.7,89.56,93.98
WL03,2023-06-04 00:00:00,179.07,0.0,0.44,25.0,133.47,95.33
WL03,2023-06-03 00:00:00,188.23,0.0,0.18,14.54,88.69,94.22
WL03,2023-06-02 00:00:00,177.35,0.0,0.39,15.85,89.68,93.13
WL03,2023-06-01 00:00:00,179.58,0.0,0.45,9.15,90.79,96.65
WL03,2023-05-31 00:00:00,200.09,0.0,0.21,19.77,89.8,97.7
WL03,2023-05-30 00:00:00,177.14,0.0,0.1,3.43,119.41,98.02
WL03,2023-05-29 00:00:00,174.5,0.0,0.4,89.39,149.75,96.74
WL03,2023-05-28 00:00:00,177.9,0.0,0.44,15.69,86.6,95.27
WL03,2023-05-27 00:00:00,190.33,0.0,0.16,25.17,88.45,96.41
WL03,2023-05-26 00:00:00,173.56,0.0,0.43,19.12,86.35,97.18
WL03,2023-05-25 00:00:00,172.55,0.0,0.36,11.11,86.72,96.02
WL03,2023-05-24 00:00:00,172.87,0.0,0.42,10.62,87.21,97.02
WL03,2023-05-23 00:00:00,171.42,0.0,0.14,23.21,86.84,95.9
WL03,2023-05-22 00:00:00,171.24,0.0,0.39,35.63,86.97,94.9
WL03,2023-05-21 00:00:00,173.6,0.0,0.43,25.98,90.3,94.69
WL03,2023-05-20 00:00:00,173.22,0.0,0.44,2.61,87.83,94.73
WL03,2023-05-19 00:00:00,172.66,0.0,0.12,43.8,88.57,97.29
WL03,2023-05-18 00:00:00,174.21,0.0,0.03,17.0,89.06,97.85
WL03,2023-05-17 00:00:00,174.8,0.0,0.26,32.0,90.0,97.8
WL03,2023-05-16 00:00:00,176.09,0.0,0.52,29.09,89.56,98.94
WL03,2023-05-15 00:00:00,177.34,0.0,0.5,16.18,91.28,97.37
WL03,2023-05-14 00:00:00,194.49,0.0,0.25,13.89,92.02,96.3
WL03,2023-05-13 00:00:00,170.25,0.0,0.37,12.58,93.38,97.21
WL03,2023-05-12 00:00:00,178.72,0.0,0.52,28.11,96.09,96.64
WL03,2023-05-11 00:00:00,180.46,0.0,0.59,13.56,96.46,97.17
WL03,2023-05-10 00:00:00,208.6,0.0,0.41,0.49,93.75,96.32
WL03,2023-05-09 00:00:00,171.01,0.0,0.42,1.96,104.11,95.72
WL03,2023-05-08 00:00:00,182.92,0.0,0.75,25.82,93.63,94.64
WL03,2023-05-07 00:00:00,185.69,0.0,0.81,21.57,93.87,94.85
WL03,2023-05-06 00:00:00,191.44,0.0,0.89,9.32,96.71,94.01
WL03,2023-05-05 00:00:00,182.3,0.0,0.9,29.91,97.7,114.54
WL03,2023-05-04 00:00:00,238.07,0.0,0.02,41.35,143.83,99.28
WL03,2023-05-03 00:00:00,296.36,0.0,0.0,78.44,134.21,99.81
WL03,2023-05-02 00:00:00,310.12,0.0,0.0,38.08,114.35,98.66
WL03,2023-05-01 00:00:00,334.35,0.0,0.0,87.76,117.8,98.31
WL03,2023-04-30 00:00:00,350.86,0.0,0.0,90.21,116.08,98.18
WL03,2023-04-29 00:00:00,257.41,0.0,0.05,98.22,120.52,97.66
WL03,2023-04-28 00:00:00,230.05,0.0,0.05,12.42,104.11,95.63
WL03,2023-04-27 00:00:00,204.22,0.0,0.02,41.35,91.78,97.45
WL03,2023-04-26 00:00:00,157.81,0.0,0.02,20.1,149.14,98.42
WL03,2023-04-25 00:00:00,175.64,0.0,0.0,0.82,87.58,94.75
WL03,2023-04-24 00:00:00,181.69,0.0,0.01,40.69,87.58,94.59
WL03,2023-04-23 00:00:00,184.95,0.0,0.04,36.77,87.58,84.42
WL03,2023-04-22 00:00:00,120.6,0.0,0.0,29.42,90.42,95.37
WL03,2023-04-21 00:00:00,152.94,0.0,0.02,79.91,121.38,94.78
WL03,2023-04-20 00:00:00,164.75,0.0,0.01,48.21,94.61,93.47
WL03,2023-04-19 00:00:00,176.38,0.0,0.06,62.43,101.4,94.49
WL03,2023-04-18 00:00:00,176.23,0.0,0.07,13.4,84.0,94.26
WL03,2023-04-17 00:00:00,176.91,0.0,0.06,23.04,85.24,93.83
WL03,2023-04-16 00:00:00,177.78,0.0,0.03,27.13,84.5,95.16
WL03,2023-04-15 00:00:00,178.1,0.0,0.01,37.91,84.99,94.76
WL03,2023-04-14 00:00:00,178.5,0.0,0.0,39.88,85.36,95.4
WL03,2023-04-13 00:00:00,179.56,0.0,0.0,20.1,85.61,96.13
WL03,2023-04-12 00:00:00,180.53,0.0,0.01,19.61,84.0,95.94
WL03,2023-04-11 00:00:00,181.48,0.0,0.01,35.46,85.12,96.6
WL03,2023-04-10 00:00:00,183.13,0.0,0.0,17.0,87.21,95.29
WL03,2023-04-09 00:00:00,184.5,0.0,0.01,32.36,86.35,95.16
WL03,2023-04-08 00:00:00,186.46,0.0,0.01,39.55,86.35,94.78
WL03,2023-04-07 00:00:00,189.6,0.0,0.11,5.88,87.46,94.49
WL03,2023-04-06 00:00:00,195.68,0.0,0.07,19.45,86.84,94.29
WL03,2023-04-05 00:00:00,210.77,0.0,0.02,38.9,89.31,93.55
WL03,2023-04-04 00:00:00,188.22,0.0,0.0,29.91,97.57,92.92
WL03,2023-04-03 00:00:00,146.56,0.0,0.0,84.16,135.94,96.38
WL03,2023-04-02 00:00:00,135.79,0.0,0.0,98.87,134.95,96.71
WL03,2023-04-01 00:00:00,120.31,0.0,0.0,81.88,131.25,95.81
WL03,2023-03-31 00:00:00,177.45,0.0,0.25,95.28,123.48,94.93
WL03,2023-03-30 00:00:00,183.35,0.0,0.04,3.92,86.23,95.27
WL03,2023-03-29 00:00:00,106.63,0.0,0.0,80.41,131.25,93.75
WL03,2023-03-28 00:00:00,142.97,0.0,0.55,80.9,128.04,93.75
WL03,2023-03-27 00:00:00,170.08,0.0,0.4,81.06,82.77,94.18
WL03,2023-03-26 00:00:00,171.03,0.0,0.78,18.63,81.41,93.28
WL03,2023-03-25 00:00:00,175.41,0.0,0.8,18.96,82.4,93.92
WL03,2023-03-24 00:00:00,173.93,0.0,0.6,20.59,83.14,93.48
WL03,2023-03-23 00:00:00,170.16,0.0,0.75,20.76,83.76,93.43
WL03,2023-03-22 00:00:00,170.53,0.0,0.66,13.24,84.5,93.24
WL03,2023-03-21 00:00:00,168.41,0.0,0.81,42.0,84.5,93.4
WL03,2023-03-20 00:00:00,168.05,0.0,0.45,44.94,83.88,93.26
WL03,2023-03-19 00:00:00,172.89,0.0,0.51,7.84,84.25,92.97
WL03,2023-03-18 00:00:00,173.37,0.0,0.61,27.29,82.89,93.17
WL03,2023-03-17 00:00:00,175.26,0.0,0.77,10.62,83.26,93.6
WL03,2023-03-16 00:00:00,170.94,0.0,0.61,31.54,85.73,92.99
WL03,2023-03-15 00:00:00,176.77,0.0,0.5,17.49,85.98,92.09
WL03,2023-03-14 00:00:00,177.25,0.0,0.27,40.37,84.25,93.05
WL03,2023-03-13 00:00:00,177.88,0.0,0.19,3.6,86.35,92.98
WL03,2023-03-12 00:00:00,174.65,0.0,0.05,2.61,87.09,93.19
WL03,2023-03-11 00:00:00,168.39,0.0,0.5,80.08,103.5,93.25
WL03,2023-03-10 00:00:00,177.67,0.0,0.52,16.18,86.6,93.21
WL03,2023-03-09 00:00:00,176.49,0.0,0.43,73.21,96.71,93.18
WL03,2023-03-08 00:00:00,185.67,0.0,0.01,6.05,85.12,93.02
WL03,2023-03-07 00:00:00,187.31,0.0,0.02,17.65,85.49,92.73
WL03,2023-03-06 00:00:00,176.01,0.0,0.02,30.4,87.58,83.12
WL03,2023-03-05 00:00:00,156.32,0.0,0.07,79.75,91.53,92.87
WL03,2023-03-04 00:00:00,178.28,0.0,0.03,26.15,82.52,92.77
WL03,2023-03-03 00:00:00,180.63,0.0,0.03,32.85,83.63,93.03
WL03,2023-03-02 00:00:00,180.62,0.0,0.03,2.45,84.13,93.04
WL03,2023-03-01 00:00:00,174.68,0.0,0.08,33.99,84.38,93.15
WL03,2023-02-28 00:00:00,172.21,0.0,0.04,16.67,83.26,93.47
WL03,2023-02-27 00:00:00,169.67,0.0,0.01,15.85,84.99,92.86
WL03,2023-02-26 00:00:00,170.11,0.0,0.01,16.67,82.89,92.86
WL03,2023-02-25 00:00:00,173.45,0.0,0.01,16.02,83.14,93.04
WL03,2023-02-24 00:00:00,177.03,0.0,0.04,37.75,82.77,93.6
WL03,2023-02-23 00:00:00,174.7,0.0,0.02,13.73,83.26,94.39
WL03,2023-02-22 00:00:00,175.94,0.0,0.03,32.19,85.98,93.41
WL03,2023-02-21 00:00:00,176.0,0.0,0.02,21.08,85.73,92.94
WL03,2023-02-20 00:00:00,174.15,0.0,0.01,13.89,86.47,95.57
WL03,2023-02-19 00:00:00,170.6,0.0,0.01,2.45,85.12,95.04
WL03,2023-02-18 00:00:00,175.5,0.0,0.01,39.39,86.1,87.73
WL03,2023-02-17 00:00:00,175.67,0.0,0.01,36.61,86.72,93.87
WL03,2023-02-16 00:00:00,178.01,0.0,0.01,21.25,89.06,93.26
WL03,2023-02-15 00:00:00,175.98,0.0,0.01,24.84,86.6,93.15
WL03,2023-02-14 00:00:00,148.27,0.0,0.0,37.75,88.57,92.68
WL03,2023-02-13 00:00:00,148.27,0.0,0.0,79.75,96.09,92.97
WL03,2023-02-12 00:00:00,171.9,0.0,0.0,79.91,96.09,93.49
WL03,2023-02-11 00:00:00,165.12,0.0,0.01,10.13,83.88,93.1
WL03,2023-02-10 00:00:00,173.31,0.0,0.03,14.71,84.25,92.68
WL03,2023-02-09 00:00:00,173.31,0.0,0.03,20.59,89.31,92.91
WL03,2023-02-08 00:00:00,171.721,,0.0061944,14.71,85.12,93.34
WL03,2023-02-07 00:00:00,172.396,,0.0054824,8.82,86.47,93.27
WL03,2023-02-06 00:00:00,171.721,,0.0314704,20.59,86.1,93.28
WL03,2023-02-05 00:00:00,170.16,,0.0061232,21.57,86.6,92.74
WL03,2023-02-04 00:00:00,172.409,,0.0040584,28.11,85.36,93.36
WL03,2023-02-03 00:00:00,174.643,,0.0030616,23.53,84.99,95.25
WL03,2023-02-02 00:00:00,177.808,,0.0069064,24.68,84.13,92.89
WL03,2023-02-01 00:00:00,174.643,,0.082236,13.4,84.75,92.92
WL03,2023-01-31 00:00:00,175.982,,0.117409,7.35,85.49,93.16
WL03,2023-01-30 00:00:00,177.994,,0.0404416,16.67,84.75,93.13
WL03,2023-01-29 00:00:00,175.982,,0.0729088,23.21,86.84,93.5
WL03,2023-01-28 00:00:00,177.361,,0.04094,14.71,88.45,68.82
WL03,2023-01-27 00:00:00,182.714,,0.027056,0.16,88.82,93.32
WL03,2023-01-26 00:00:00,181.512,,0.0667144,26.15,87.95,97.04
WL03,2023-01-25 00:00:00,182.714,,0.0927025,22.72,87.83,93.68
WL03,2023-01-24 00:00:00,183.761,,0.0714136,17.81,88.08,102.6
WL03,2023-01-23 00:00:00,184.766,,0.0792456,11.93,88.08,103.29
WL03,2023-01-22 00:00:00,184.84,,1.02065,33.01,91.04,102.48
WL03,2023-01-21 00:00:00,171.377,,0.187398,23.04,93.5,91.94
WL03,2023-01-20 00:00:00,221.81,,0.0208616,16.02,94.37,100.26
WL03,2023-01-19 00:00:00,171.377,,0.241652,5.72,98.44,99.47
WL03,2023-01-18 00:00:00,167.196,,0.373728,90.7,149.88,100.71
WL03,2023-01-17 00:00:00,169.029,,0.432325,39.39,98.07,99.36
WL03,2023-01-16 00:00:00,175.162,,0.322749,39.39,99.55,97.5
WL03,2023-01-15 00:00:00,177.682,,0.35429,18.79,98.81,97.91
WL03,2023-01-14 00:00:00,175.162,,0.358562,34.65,98.68,98.2
WL03,2023-01-13 00:00:00,170.447,,0.358562,30.56,96.59,96.35
WL03,2023-01-12 00:00:00,176.467,,0.372304,46.58,101.03,97.54
WL03,2023-01-11 00:00:00,174.724,,0.220293,47.56,104.11,96.49
WL03,2023-01-10 00:00:00,182.595,,0.220293,60.79,101.52,96.05
WL03,2023-01-09 00:00:00,182.595,,0.254041,40.04,97.45,96.02
WL03,2023-01-08 00:00:00,183.814,,0.19879,57.69,103.0,96.04
WL03,2023-01-07 00:00:00,185.932,,0.19879,54.91,107.44,94.92
WL03,2023-01-06 00:00:00,192.471,,0.314775,62.76,109.91,94.78
WL03,2023-01-05 00:00:00,192.471,,0.0951944,72.56,114.23,95.23
WL03,2023-01-04 00:00:00,192.471,,0.0951944,67.33,118.17,94.89
WL03,2023-01-03 00:00:00,208.179,,0.0974016,96.58,125.33,93.74
WL03,2023-01-02 00:00:00,208.179,,0.0974016,77.46,133.22,93.85
WL03,2023-01-01 00:00:00,327.599,,0.0412248,125.67,239.56,93.84
WL03,2022-12-31 00:00:00,126.64,,,102.47,237.46,15.27
WL03,2022-12-30 00:00:00,32.071,,,81.88,212.54,93.39
WL03,2022-12-29 00:00:00,35.4824,,,79.26,206.87,93.43
WL03,2022-12-28 00:00:00,35.9193,,,79.1,198.73,92.99
WL03,2022-12-27 00:00:00,35.9193,,,79.59,188.61,91.39
WL03,2022-12-26 00:00:00,90.8159,,,78.12,163.45,92.58
WL03,2022-12-25 00:00:00,90.8159,,,80.24,136.31,92.7
WL03,2022-12-24 00:00:00,100.831,,,92.99,116.69,92.82
WL03,2022-12-23 00:00:00,100.831,,0.0417944,107.53,149.01,92.91
WL03,2022-12-22 00:00:00,132.881,,0.0860808,94.79,87.83,92.08
WL03,2022-12-21 00:00:00,168.298,,0.0905664,48.86,86.72,92.75
WL03,2022-12-20 00:00:00,170.116,,0.0568888,42.82,87.09,93.38
WL03,2022-12-19 00:00:00,175.307,,0.0279104,58.34,88.2,91.53
WL03,2022-12-18 00:00:00,169.336,,0.0279104,12.26,90.3,93.25
WL03,2022-12-17 00:00:00,169.336,,0.086508,6.86,86.35,92.01
WL03,2022-12-16 00:00:00,172.19,,0.0826632,14.87,86.72,92.34
WL03,2022-12-15 00:00:00,182.945,,0.0826632,17.65,87.71,93.38
WL03,2022-12-14 00:00:00,187.45,,0.0799576,26.64,88.45,92.2
WL03,2022-12-13 00:00:00,187.45,,0.0799576,12.26,90.54,93.21
WL03,2022-12-12 00:00:00,191.65,,0.23197,34.97,90.17,92.87
WL03,2022-12-11 00:00:00,192.188,,0.341902,55.07,90.67,93.22
WL03,2022-12-10 00:00:00,194.142,,0.341902,22.06,90.79,93.57
WL03,2022-12-09 00:00:00,194.142,,0.407334,33.67,88.82,93.09
WL03,2022-12-08 00:00:00,190.362,,0.420435,21.08,89.68,93.95
WL03,2022-12-07 00:00:00,192.552,,0.409755,35.63,87.46,94.57
WL03,2022-12-06 00:00:00,190.362,,0.409755,48.37,88.82,92.81
WL03,2022-12-05 00:00:00,182.212,,0.426986,11.28,101.27,76.95
WL03,2022-12-04 00:00:00,184.449,,0.266145,19.94,88.45,93.2
WL03,2022-12-03 00:00:00,198.287,,0.19523,26.31,88.2,92.82
WL03,2022-12-02 00:00:00,198.287,,0.19523,1.63,89.19,93.66
WL03,2022-12-01 00:00:00,208.864,,0.0678536,16.51,86.72,93.67
WL03,2022-11-30 00:00:00,263.476,,0.0418656,35.3,83.88,93.48
WL03,2022-11-29 00:00:00,261.929,,0.0418656,110.31,144.82,92.89
WL03,2022-11-28 00:00:00,263.476,,0.076184,148.23,123.73,93.81
WL03,2022-11-27 00:00:00,261.929,,0.40826,82.37,109.79,92.82
WL03,2022-11-26 00:00:00,170.171,,0.36675,19.45,81.04,93.26
WL03,2022-11-25 00:00:00,170.937,,0.36675,25.98,80.8,93.4
WL03,2022-11-24 00:00:00,171.514,,0.434532,22.39,81.17,93.55
WL03,2022-11-23 00:00:00,171.514,,0.50146,7.68,81.66,93.01
WL03,2022-11-22 00:00:00,172.51,,0.436597,-1.14,81.91,93.27
WL03,2022-11-21 00:00:00,171.115,,0.436597,28.44,80.06,93.29
WL03,2022-11-20 00:00:00,171.841,,0.521112,27.46,79.81,93.19
WL03,2022-11-19 00:00:00,171.841,,0.795307,-1.31,80.8,93.31
WL03,2022-11-18 00:00:00,172.191,,0.91129,22.72,80.3,95.7
WL03,2022-11-17 00:00:00,175.755,,0.924036,20.1,80.43,94.03
WL03,2022-11-16 00:00:00,175.755,,1.0831,24.02,83.39,94.19
WL03,2022-11-15 00:00:00,179.488,,4.10497,29.42,80.8,94.1
WL03,2022-11-14 00:00:00,161.588,,4.10497,9.48,101.15,93.97
WL03,2022-11-13 00:00:00,161.588,,0.823643,7.35,81.29,93.64
WL03,2022-11-12 00:00:00,161.588,,0.514846,8.66,79.93,93.6
WL03,2022-11-11 00:00:00,172.641,,0.343183,17.32,80.55,93.73
WL03,2022-11-10 00:00:00,170.46,,0.423711,18.3,82.4,95.79
WL03,2022-11-09 00:00:00,172.641,,0.368388,1.14,81.91,94.82
WL03,2022-11-08 00:00:00,174.475,,0.416733,23.7,82.52,95.07
WL03,2022-11-07 00:00:00,172.197,,0.420649,23.53,82.65,94.8
WL03,2022-11-06 00:00:00,173.739,,0.42606,21.74,82.03,96.03
WL03,2022-11-05 00:00:00,175.387,,0.391101,17.49,82.28,95.12
WL03,2022-11-04 00:00:00,173.957,,0.371094,22.39,82.52,95.26
WL03,2022-11-03 00:00:00,174.106,,0.469492,29.58,82.15,93.75
WL03,2022-11-02 00:00:00,173.631,,0.540194,11.93,81.91,94.62
WL03,2022-11-01 00:00:00,173.241,,0.433251,3.27,80.92,94.44
WL03,2022-10-31 00:00:00,173.718,,0.409897,5.23,80.3,94.21
WL03,2022-10-30 00:00:00,173.241,,0.415593,21.41,81.29,93.44
WL03,2022-10-29 00:00:00,174.127,,0.341617,-0.16,82.28,93.69
WL03,2022-10-28 00:00:00,173.898,,0.44265,27.62,82.65,93.08
WL03,2022-10-27 00:00:00,174.127,,0.360556,31.7,82.65,103.16
WL03,2022-10-26 00:00:00,175.089,,0.409328,31.21,82.28,97.18
WL03,2022-10-25 00:00:00,176.149,,0.443148,19.94,83.26,97.26
WL03,2022-10-24 00:00:00,174.818,,0.44087,23.21,82.4,97.08
WL03,2022-10-23 00:00:00,176.769,,0.368174,44.78,83.51,96.22
WL03,2022-10-22 00:00:00,176.271,,0.378285,36.93,82.77,96.42
WL03,2022-10-21 00:00:00,,,,,,
WL03,2022-10-20 00:00:00,172.079,,0.52987,1.14,83.76,96.05
WL03,2022-10-19 00:00:00,172.079,,0.348096,-0.33,83.39,96.84
WL03,2022-10-18 00:00:00,172.079,,0.252973,27.62,81.54,95.96
WL03,2022-10-17 00:00:00,171.918,,0.316412,12.42,83.02,96.06
WL03,2022-10-16 00:00:00,172.773,,0.335921,35.3,83.02,95.75
WL03,2022-10-15 00:00:00,171.448,,0.509293,21.9,84.0,96.29
WL03,2022-10-14 00:00:00,171.256,,0.788186,35.46,83.26,96.89
WL03,2022-10-13 00:00:00,173.17,,0.806627,13.24,84.99,96.33
WL03,2022-10-12 00:00:00,173.656,,0.768819,10.62,84.87,95.39
WL03,2022-10-11 00:00:00,173.17,,0.74041,31.54,85.36,95.65
WL03,2022-10-10 00:00:00,173.656,,0.753797,33.01,85.61,94.77
WL03,2022-10-09 00:00:00,175.532,,0.759777,22.72,85.98,95.17
WL03,2022-10-08 00:00:00,175.058,,0.714208,30.89,86.35,96.02
WL03,2022-10-07 00:00:00,181.458,,0.550304,20.92,86.23,95.46
WL03,2022-10-06 00:00:00,140.363,,1.14155,32.85,87.83,95.5
WL03,2022-10-05 00:00:00,144.127,,0.866717,5.56,88.69,95.96
WL03,2022-10-04 00:00:00,140.363,,0.829765,34.16,86.1,95.46
WL03,2022-10-03 00:00:00,173.055,,0.771454,9.97,111.51,95.49
WL03,2022-10-02 00:00:00,153.144,,0.830835,22.23,84.99,95.96
WL03,2022-10-01 00:00:00,173.055,,0.566966,14.71,85.86,96.17
WL03,2022-09-30 00:00:00,176.575,,0.94675,33.83,86.1,95.14
WL03,2022-09-29 00:00:00,164.242,,1.64451,28.93,99.18,95.61
WL03,2022-09-28 00:00:00,174.005,,0.904169,14.38,100.29,95.53
WL03,2022-09-27 00:00:00,175.699,,0.66038,12.09,84.99,95.25
WL03,2022-09-26 00:00:00,157.58,,0.790393,25.17,84.13,95.05
WL03,2022-09-25 00:00:00,220.697,,28.3048,13.73,84.87,94.6
WL03,2022-09-24 00:00:00,134.977,,0.476684,11.28,99.79,98.21
WL03,2022-09-23 00:00:00,220.697,,0.657247,31.7,91.78,95.59
WL03,2022-09-22 00:00:00,171.592,,1.06302,22.88,82.4,104.66
WL03,2022-09-21 00:00:00,157.092,,0.590105,20.59,81.91,98.63
WL03,2022-09-20 00:00:00,171.592,,0.796516,0.65,81.17,99.2
WL03,2022-09-19 00:00:00,177.717,,0.806342,18.3,81.04,99.66
WL03,2022-09-18 00:00:00,177.457,,0.750805,19.77,81.66,99.92
WL03,2022-09-17 00:00:00,177.717,,0.789111,20.92,81.17,100.17
WL03,2022-09-16 00:00:00,177.407,,0.779997,3.11,81.66,98.15
WL03,2022-09-15 00:00:00,177.806,,0.773091,25.82,82.28,99.78
WL03,2022-09-14 00:00:00,177.407,,0.716842,28.44,81.91,98.33
WL03,2022-09-13 00:00:00,176.458,,0.877114,21.57,81.17,98.78
WL03,2022-09-12 00:00:00,177.414,,0.693987,20.76,81.78,99.71
WL03,2022-09-11 00:00:00,177.416,,0.738701,25.49,80.8,97.94
WL03,2022-09-10 00:00:00,177.82,,0.812181,12.26,81.54,96.88
WL03,2022-09-09 00:00:00,177.416,,0.843153,23.04,81.41,96.22
WL03,2022-09-08 00:00:00,177.217,,0.73094,21.08,81.91,96.03
WL03,2022-09-07 00:00:00,176.907,,0.742474,32.52,82.4,94.79
WL03,2022-09-06 00:00:00,178.363,,0.808619,0.98,82.28,95.99
WL03,2022-09-05 00:00:00,179.132,,0.750734,11.11,83.14,94.37
WL03,2022-09-04 00:00:00,178.363,,2.70597,-0.33,83.02,95.23
WL03,2022-09-03 00:00:00,179.132,,0.943472,31.21,91.53,95.3
WL03,2022-09-02 00:00:00,178.022,,0.895486,22.72,82.89,94.75
WL03,2022-09-01 00:00:00,178.095,,0.845787,16.34,82.65,95.45
WL03,2022-08-31 00:00:00,178.022,,1.42308,34.97,83.02,93.83
WL03,2022-08-30 00:00:00,178.576,,0.520614,75.67,83.26,93.75
WL03,2022-08-29 00:00:00,178.691,,0.564331,39.06,83.51,94.05
WL03,2022-08-28 00:00:00,178.576,,0.607407,20.92,83.26,93.77
WL03,2022-08-27 00:00:00,176.798,,0.723962,39.71,82.65,94.06
WL03,2022-08-26 00:00:00,178.266,,0.73507,16.18,83.63,94.64
WL03,2022-08-25 00:00:00,176.798,,0.766255,30.72,84.0,93.59
WL03,2022-08-24 00:00:00,174.251,,0.861022,9.81,84.0,93.57
WL03,2022-08-23 00:00:00,179.677,,0.511145,83.02,94.86,96.38
WL03,2022-08-22 00:00:00,179.217,,0.623711,12.58,85.98,94.84
WL03,2022-08-21 00:00:00,168.015,,0.563406,22.87,82.84,93.95
WL03,2022-08-20 00:00:00,179.217,,0.608262,25.91,83.18,94.03
WL03,2022-08-19 00:00:00,177.151,,0.534997,22.57,82.95,93.98
WL03,2022-08-18 00:00:00,176.415,,0.502529,21.05,83.21,97.86
WL03,2022-08-17 00:00:00,176.707,,0.528517,22.97,83.45,100.77
WL03,2022-08-16 00:00:00,177.95,,0.784554,25.8,83.45,99.36
WL03,2022-08-15 00:00:00,177.79,,0.782987,25.56,82.99,99.61
WL03,2022-08-14 00:00:00,177.764,,0.779711,24.6,83.06,99.6
WL03,2022-08-13 00:00:00,178.576,,0.621434,26.22,83.13,99.69
WL03,2022-08-12 00:00:00,179.554,,0.529015,26.46,83.28,99.61
WL03,2022-08-11 00:00:00,174.181,,0.564901,23.0,83.39,100.44
WL03,2022-08-10 00:00:00,179.676,,0.616165,27.95,84.5,99.37
WL03,2022-08-09 00:00:00,182.28,,0.62535,20.17,82.77,99.38
WL03,2022-08-08 00:00:00,183.417,,0.577075,23.6,82.84,99.36
WL03,2022-08-07 00:00:00,183.635,,0.559062,22.93,82.94,99.82
WL03,2022-08-06 00:00:00,183.477,,0.612747,23.74,82.83,98.93
WL03,2022-08-05 00:00:00,183.557,,0.523604,23.56,83.1,100.15
WL03,2022-08-04 00:00:00,183.806,,0.441084,21.9,83.21,98.36
WL03,2022-08-03 00:00:00,183.816,,0.509862,24.84,83.44,98.78
